id,date,label,text
308,2001-07-22," C-3-2001-07-22 from Turkey/Kenan Tepe/Area C/Trench 3/Locus 3005,","   July 22, 2001   The first thing we did today was clean the majority of the trench. I also scraped west of the oven and a little northwest. I found that the cobble surface does not continue there so I shortened L3013 to 2.5 m west of the east baulk and 3.5 m north of the south baulk. The remainder is L3019 because it is the same as the area north of L3013. I am also reclassifying L3019 as fill rather than a surface because it seems to have no continuity. We are digging through L3024 trying to reach the surface we see in section and slowly expanding it southward in hopes of eventually bringing the entire trench down to the same level.   The other thing we did today was dig further in L3018. We also found that on top of the surface there is a big lump, so far 50-60 cm long and a couple of cm high on top of the surface. There is a line where you can see the lump stop and the surface begin. It feels like cement and I'm wondering if it may be slag. It has the look of something that was originally liquid that solidified on top of the surface. Part of it still remains under L3018 so I will try to find the rest of it tomorrow.     ,~: C-3-2001-07-22 from Turkey/Kenan Tepe/Area C/Trench 3/Locus 3005,"
309,2001-07-22," A-1-2001-07-22 from Turkey/Kenan Tepe/Area A/Trench 1/Locus 1038,","   July 22, 2001      Amy continued to excavate L. 1038. I spent most of day removing burial from F1.      Amy continued to encounter misc. human bones not part of young child burial. Child is in fair-poor condition. Portion of cranium was destroyed by workmen in 2000. Vertebrae, ribs are poorly preserved, longs bones are present, but fragmentary (BE SURE TO PUT NOTES ON F1 PAGE). Amy had plan photos taken for the burial and will remove it tomorrow a.m. When she is finished I will have her begin excavation of 1039. She should have it out by Wed.      Andrew is encountering lots of architectural remains (pair of walls, an oven) at the W end of A3. These are slowing him down, but this ameliorated by Michelle_验s opening of a 10x10m square approx. 175m W of W terminus of A3. This unit extends all the way to the C trenches (which yielded no burials). This should define the W limit of the cemetery and possibly give us time next week to test some of the open space..           ,~: A-1-2001-07-22 from Turkey/Kenan Tepe/Area A/Trench 1/Locus 1038,"
310,2001-07-22," F-8-2001-07-22-Weekly from Turkey/Kenan Tepe/Area F/Trench 8/Locus 8000,","   July 22, 2001   Week 4 Summary      This week began with the opening of trench F8, adjoining trenches have located very little architecture but some interesting features have emerged. F8 seeks to possibly locate additional surface layers continuing from the other trenches. The location of the trench in an area that overlooks the river would have been a good choice for looking across the Tigris River as well as adjoining lower valleys. The trench was laid out as 10 by 10 meters trench but I will begin by also laying an intersect to excavate a 5 by 10 meters with the longest axis running from North to South. The reasoning for this lies in the fact that the eastern half of the trench is partially in the cliff going towards the river.   Initial excavation yields and oven L8002 a small layer of rocks L8003 and a 1.75 meter by 1.25 meter hard packed area of unknown origin at this time L8004.    Excavation will continue to articulate these features.        ,~: F-8-2001-07-22-Weekly from Turkey/Kenan Tepe/Area F/Trench 8/Locus 8000,"
311,2001-07-22," F-6-2001-07-22 from Turkey/Kenan Tepe/Area F/Trench 6/Locus 6002,","   July 22, 2001      Hasip excavated the rest of locus 6004. We started the trench rather late, thus we only had time to take the elevations and scraped the remaining NW corner. We found ceramic, bone, and a small obsidian flake. We screened about half of the remaining locus because we were hoping to find more remnants of the intact skeleton. I will have to do my top plan and final elevations tomorrow. We discovered that L6005 cut under L600. We had already predicted this by looking at the already exposed profile on the southern end of L6004. What we hadn't know before was that L6005 cuts as far east and south as it does. I, therefore, had to redefine the loci on today's day plan.            ,~: F-6-2001-07-22 from Turkey/Kenan Tepe/Area F/Trench 6/Locus 6002,"
312,2001-07-22," D-4-2001-07-22 from Turkey/Kenan Tepe/Area D/Trench 4/Locus 4004,","   July 22, 2001      We started to sweep and to clean L4014, and at the same time we are digging L4022, I will remove 10cm of the soil.      L4014 seems to be foundation, because there are still mud bricks coming up to the surface. At the same time we are cleaning up the new locus 4022. Bradley was here and he took some photos of L4014. There will be no work after breakfast, because we need to take some photos with the spider.     ,~: D-4-2001-07-22 from Turkey/Kenan Tepe/Area D/Trench 4/Locus 4004,"
313,2001-07-22," A-5-2001-07-22 from Turkey/Kenan Tepe/Area A/Trench 5/Locus 5000,","   July 22, 2001      Added a missing burial to the locus sheets (L3006). Otherwise an ugly day in the trench. Exposed a new rock alignment in the western four (4) meters of the L5000 trench. Had a communication difficulties owing to my non-existent Turkish, but nothing mission critical. Need to take a morning to really update the notes for A5. Lots of cool things cropping up in the way of architecture and burials that needs to be correlated.     ,~: A-5-2001-07-22 from Turkey/Kenan Tepe/Area A/Trench 5/Locus 5000,"
314,2001-07-22," A-4-2001-07-22 from Turkey/Kenan Tepe/Area A/Trench 4/Locus 4000,","   July 22, 2001 (AS)        We dug down a level of dirt today. We started digging the next layer down and found fragments of a human cranium just north of locus number 4004. We gave the bones the locus number 4005. We assigned locus number 4004 to the patch of rocks approximately 6 meters north of the south border of the trench.     ,~: A-4-2001-07-22 from Turkey/Kenan Tepe/Area A/Trench 4/Locus 4000,"
315,2001-07-23," B-4-2001-07-23 from Turkey/Kenan Tepe/Area B/Trench 4/Locus 4000,","   July 23, 2001    Trench B4      We continued to dig in the SW area of L4000. We big picked to the same level as the previous day and we uncovered two levels of cobbles ranging in size from .30m to .12m with small cobbles on top of larger ones. One of these cobbles is a small piece of basalt. The cobbles extend in single file N to S about 1.35m and then finish. There are two large cobbles which may connect to the wall that face E to W adjacent to the wall. There are a few smaller cobbles a centimeter or two above the level of the other cobbles running E to W as well. From above the wall looks like a T intersection of two corners.    While digging in L4000 we peeled back in L4001, the fill above the potsmash. We continued to dig along the east border of the locus looking for additional pot sherds and possible surfaces associated with the potsmash. We found nothing substantial so we shaved some excess dirt from the N and S parts of the locus. We found 1 or 2 additional sherds in situ in the S and also a large animal bone, a possible cow ankle bone far from the rest of the pottery and cobbles. Interestingly enough there were very few bones in this locus. All of the attempts to find more pot sherds resulted in an extension of the locus by .5m to .75m N and S. We decided to give up our search and clean the locus for a photo. After the photo we closed L4001 and began L4002. L4002 is the pot sherds and associated stones and bone below the fill in L4001. We began bagging all of the sherds that were easily extracted (KT 4013-4015). The pottery could be classified into two types, large pieces of coarse ware and smaller pieces of finer ware. We found several large rims and a nicely preserved handle in two pieces. Tomorrow we will finish collecting the artifacts from the locus and look at what is underneath.    We finished the day by cutting a small section in front of the row of cobbles in L4000 facing N. the section is about .5m x .5m. That section was brought to the level below the cobbles currently there is not sign of any additional cobbles.      ,~: B-4-2001-07-23 from Turkey/Kenan Tepe/Area B/Trench 4/Locus 4000,"
316,2001-07-23," F-8-2001-07-23 from Turkey/Kenan Tepe/Area F/Trench 8/Locus 8000,","   July 23, 2001      0600 hours / 29� Celsius      Begin today by going down .10 meters, it appears that we are still in the plow zone, dirt color is the same 10 YR 5/3 Brown and the soil composition alike (medium to coarse loam-silt). We are still coming across very few rocks and pottery, this is likely due to good plowing and rock removal from planted fields, also being so close to the cliff it would have been easy to toss rocks and such over. The trench area thus appears to have been part of a well worked field until recently.   At depth 66.18 meters the soil color begins to change. I open a new locus (8001) and will work on leveling most of the trench at this new depth. Color is now at 7.5 YR 3/4 dark brown on the Munsell chart. Composition is still medium to coarse and the type is loam.   A bit more pottery sherds are found in relation to yesterday in L8000.    As we cut down North to South we locate an small oven pit with partial remains of the oven walls. There may be additional pieces of the oven in the pottery bags from today (KT #s 8003 and 8006). This oven becomes Locus 8002. The location of the oven is 3.62 meters from the Northwest corner of the trench and it is situated within the West baulk of the trench. The oven is at a depth of .315 from the beginning surface elevation. Its dimensions are .55 meters long (N-S) and .35 meters wide from the baulk into the trench (W-E). The 3.62 meters from the Northwest corner refer to a measurement at the center of the oven. All four related measurements are to the center of L8002.   The plan for tomorrow include continuing to lower the South side of the trench (L8000), articulate the oven for photos, clean and collect ash samples from within the oven.      by: Marco A. Baldi     ,~: F-8-2001-07-23 from Turkey/Kenan Tepe/Area F/Trench 8/Locus 8000,"
317,2001-07-23," F-4-2001-07-23 from Turkey/Kenan Tepe/Area F/Trench 4/Locus 4027,","   July 23, 2001      We started the morning taking down L 4039 another 5 cm so it was even with L 4038. Then we scraped the section really well looking for lines or indications that there is something other than fill in the area. There are still sherds coming up in the dirt in L 4039.   Took down the half of L 4040 that was higher and level with L 4039. The part of the area closest to L 4037 is pulling up virgin soil. This side closest the baulk still has the original soft soil of the locus so we'll keep digging.   Closed pit L 4034. The soil has ceased to be ashy and when you look in the section you can see the curving line where it sweeps in and the line at the bottom where it ends. Looks like we may have gone through the bottom by about 5cm.   Bradley came and looked at the trench and confirmed what I had noticed. There is still just fill so we adopted a new program. We're making pick passes of roughly 10cm across the trench. As we go we'll stop and trowel and clean. If something comes up we'll stop and go more carefully. This method encompasses four loci which I will of course keep in separate KT bags. It includes L 4040, L 4039 and L 4038. There is also a very small part of L 4041 that we took down lower while exploring the mystery of the white line.   Well, after a day of this method we are still coming up with a big zero. The fill continues, but the features are nonexistent. It is all fairly soft, brownish fill. There are not a lot of artifacts coming up for the amount of dirt moved. The new locus L 4043 has produced about 3 very small sherds today. It's not virgin soil, but its pretty sterile.   My plan is to have the trench closed in the next couple of days so we'll be pushing hard tomorrow.     ,~: F-4-2001-07-23 from Turkey/Kenan Tepe/Area F/Trench 4/Locus 4027,"
318,2001-07-23," D-5-2001-07-23 from Turkey/Kenan Tepe/Area D/Trench 5/Locus 5008,","   July 23, 2001      Now that the trench has been drawn photographed, it was time to pick axe. The southern surface, L5027, was taken down 20 centimeters (and bagged, in the case of one for the seed lady and the rest in sand bags to help prevent the baulks from collapsing every day... we plan to take down on the west side about meter when westerly trench D4 gets a bit deeper. After that 20 cm a softer (this is relative, it's still pretty tough) soil was found. The most southerly ~ 40 cm had a thin layer above a very thin ash layer and was excavated as L5041. Both loci turned up some interesting finds, including more of the white-on-black pottery that has been turning up all over the southern half of the trench, some slag (KT 5209), and a polished bone which may be some sort of seal stamp (KT 5210).    The far NE corner was also dug (L5020) and the end of the rock jumble seems to finally have been reached. Aside from the general theory of it being tumble as that was the part of the trench nearest to the topsoil, I also think there may have been some flow-through from surface L5034 when the corner of it (walls 5039 and 5037) finally gave way.   Tomorrow I hope to take 5041 (the area below it, actually) down to the level of the rest of the 5027 (which is pending redesignation). The majority of the trench is now (finally) down to approximately the same level. It would be nice to better articulate oven L5029 and start to bring the central mudbrick wall (L5031) down some more. For now it appears the northern surface is not extant in the south, which means a third wall of that area may be hidden under L5031.     ,~: D-5-2001-07-23 from Turkey/Kenan Tepe/Area D/Trench 5/Locus 5008,"
319,2001-07-23," C-3-2001-07-23 from Turkey/Kenan Tepe/Area C/Trench 3/Locus 3005,","   July 23, 2001   Today we dug in the NW part of the trench in L3018, in the SW area in L3021, and we started lifting the cobble surface L3013.   In L3016 we pushed farther E trying to follow the hard cobble surface L3025 in order in that area. We also scraped 1/2 - 1 cm of dirt off the cobble surface L3025 in order to help define it. It still looks like the cobble surface does not continue N but I'm still not sure. In a day or two I think I will dig a small 50 cm by 50cm window in the NW corner unless the baulk in trench C2, which shares my NW baulk, reveals something.   We dug 5 cm in L3021 which is the locus W of the stone wall L3005 in the western half of the trench. There was no change in the soil so I didn't change loci. It did define some more of the stones and as we push further N we will have a better idea about what the wall is doing.   Finally we started lifting the cobble L3013 which is located in the SE corner. The surface is about a cm thick and there are a few stones underneath. Perhaps these are related to the stones that are at the N side of this locus.   After looking at L3025 it seems that the workers dug S past the wall L3016 into L3021. When looking at it I can see the wall even though they only dug 5 cm. This could mean a couple things. Either I mis-identified the wall L3016 and it is not actually a wall, or we dug through the wall. In either case the loci for this day are mixed. I need to articulate the area to try to see if there is a wall here or not.     ,~: C-3-2001-07-23 from Turkey/Kenan Tepe/Area C/Trench 3/Locus 3005,"
320,2001-07-23," F-7-2001-07-23 from Turkey/Kenan Tepe/Area F/Trench 7/Locus 7000,","   July 23, 2001   Area F   Trench 7   Katie Smith      Today we had success!!!! After the first analysis in the morning of the status of the trench, it was clear that there were no outstanding features or surfaces...so, we moved dirt in both L7004 and L7003 in hopes to come across something.      In L7004 we decided to do a pick pass and take another 10 cms. off the top. In an effort not to blast through a surface, I decided to take 1/4 of the trench at a time and then analyze the baulks and continue if necessary. Today we finished removing 10 cms. from the northern quarter of L7004. No features or surfaces were found, so we will continue the pick pass tomorrow in the rest of the locus.      L7003 finally revealed the cobbled surface we have been looking for. The surface is very clear and has a little pottery debris that is currently being articulated and will be collected and KT'd after photos are taken. The other surprise in L7003 today was a human cranium that appears in the cobbled surface. As of right now we are unclear as to whether the burial cuts the surface or whether the cobbled surface seals the burial...further excavation is necessary. The cranium rests against the north eastern baulk and will be articulated and collected by the bone people tomorrow. As of yet we have not named a new locus. I am going to wait until we finish cleaning the dirt off of the cobbled surface and to see if the burial is actually sealed by this surface.        ,~: F-7-2001-07-23 from Turkey/Kenan Tepe/Area F/Trench 7/Locus 7000,"
321,2001-07-23," C-4-2001-07-23 from Turkey/Kenan Tepe/Area C/Trench 4/Locus 4001,","   July 23, 2001      We started to articulate the wall L4030 from the ashy pit from the ashy pit which is deeper than the wall. In some parts on the wall it is possible to see some white chunks. The wall seems to be worn out by rain at this side than the other side. We could see the straight mud brick on the W side.   The articulation of the L4015: we are trying to find out more about the locus. Because there is a line alignment with some scattered rocks. There may be a surface continuing there also so the articulation hopefully enable us to fin out what is going on.   We found a nice piece of pottery in L4014. But I did not give it its own Kt because it doesn't seem to be that special to me. (Looks like end of a pole made out of pottery)   In L4015 there is a part with reddish soil in it.   Also in L4032it seems the soft ashy soil continues down. This pit might be connected with L4003 because there is a soft part connecting these two. But it is possible that happened by a root or an animal.   We took the surface L4034 out. Now we are leveling the part N of it to the other parts at the W            ,~: C-4-2001-07-23 from Turkey/Kenan Tepe/Area C/Trench 4/Locus 4001,"
322,2001-07-23," A-1-2001-07-23 from Turkey/Kenan Tepe/Area A/Trench 1/Locus 1038,","   July 23, 2001    Today we finished excavating Locus 1038. Beforehand we took pictures and entered them in the palm pilot. There were three small pieces of broken pottery under its head. Last week some local workers told us that Islamic people are buried with a rock underneath their head. We also found a broken piece of pottery underneath the skeleton's head in Locus number 1035. I'm guessing that we'll find these pieces under the heads of several skeletons in this burial site.     This was the only active locus in area A1 today. The head of the body is rolled to the north.(AS)      I left early to go to Diyarbakir to retrieve Boztepe bones. All are now in dig-house storage. Unlikely I will get to them before I leave this year.      Amy finished removing L.1038 burial. Burial is a small child, buried feet to E w/ occipital resting on small sherd (all apparently in Islamic tradition). Only departure is head rolled to face to N. Suspect this is depositional and not cultural. Tomorrow A1 will be inactive for the day_延Amy will be exposing a burial in area F. I will be in lab most of day inventorying excavated remains. (RP)           ,~: A-1-2001-07-23 from Turkey/Kenan Tepe/Area A/Trench 1/Locus 1038,"
323,2001-07-23," F-6-2001-07-23 from Turkey/Kenan Tepe/Area F/Trench 6/Locus 6002,","   July 23, 2001      We started the day excavating the silty/ash pit-Locus 6005. The pit ended up being larger than suspected. We found it cutting beneath locus 6003 in the East side of the trench. Some ceramic and bone were discovered. We then moved south and removed L6006 so that it was relatively level with L6002 and L6003. Afterwards we pushed through the baulk that sat beneath the pit--6005--I named this locus 6009. We were moving a lot of dirt until we ran up against some mudbrick and what appears to be a burial right before the day ended. I didn't have time to get elevations and thus finish the day plan. L6009 is a brown soil type that sits beneath L6005 (ashy silt layer) and next to L6006. We excavated it such that it was level with the bottom of the trench or loci 6002 and 6003.       I ended the day by scraping away what turned out to be sterile locus 6008. The locus sits just below 6004. The soil for 6008 was a reddish brown that looked quite a bit different from the more ashy/silty L6007. Hence, I also defined locus 6007 as being separate from 6008. L6007 is a greyer, silty ash strat that I'll try to excavate tomorrow.      ,~: F-6-2001-07-23 from Turkey/Kenan Tepe/Area F/Trench 6/Locus 6002,"
324,2001-07-23," D-4-2001-07-23 from Turkey/Kenan Tepe/Area D/Trench 4/Locus 4004,","   July 23, 2001      We finished taking photos with the spider, thanks to Drew and Andy. Right now we are sweeping and cleaning up the path way that has the locus# as 4012.       L4018 is now L4023, I will open a new ceramic bag for it. Bradley was here and we had a talk about the issues that need to be done with the floor. We will peel it off and will take all the ceramic pieces of, and then I will check if the rock group is still continuing under beneath.      We had to stop for breakfast. After breakfast we will articulate L4014, and I will take a few mud bricks with me to the dig house. I have changed the locus of it and now it is L4024. The soil is very soft so that is why the mud bricks are very lose.      By tomorrow I will be finished with the whole of the mud bricks and the rock group.      ,~: D-4-2001-07-23 from Turkey/Kenan Tepe/Area D/Trench 4/Locus 4004,"
325,2001-07-23," A-3-2001-07-23 from Turkey/Kenan Tepe/Area A/Trench 3/Locus 3000,","   July 23, 2001      Cleaned up the west end of A5 and took some Munsell color readings. Loci 3011, 3012, and 3013 are all very similar in color and roughly identical to L3000. The yellowish dirt in L3014 is distinct and continuous into A5 at the same level (pushed a bit into A5 to establish this).      The mixed color in L3012 looks to be a result of some decomposing adobe fragments n the west end and possibly near the north sidewall in the east (about 4m). There is also diffuse mix of charcoal fragments, but not as dense as the sediments in L3015 or any of the ashy stains/concentrations. This area is less consolidated and contains visible pottery fragments not found in 3014 (W) or 3015 (S).      Sketch available in hard copy.      Although five loci were assigned to this area, beginning to think that there should only have been two new ones: yellowish clay zone in the NW corner (L3013) and the mixed clay adobe melt and yellowish clay in the center (L3015). Both are distinct in both color and composition. The rest is similar to L3000 and could easily be a continuation of it.     ,~: A-3-2001-07-23 from Turkey/Kenan Tepe/Area A/Trench 3/Locus 3000,"
326,2001-07-23," C-1-2001-07-23 from Turkey/Kenan Tepe/Area C/Trench 1/Locus 1055,","   July 23, 2001   Lynn Dodd dug this today and wrote this entry. L1066 opened to clean back East baulk of C1 as a stratigraphic window up into C4. Approx. 20-30 cm of dried material is being removed. Collected top 50 cm pottery in one bag. Opened next pottery bag for lower levels. When surface reached changed pottery bags again. Baulk cutting successful. We can clearly see a pit shaft descending from topsoil dow 2/3 of present baulk (maybe a tree or post hole or major animal burrow?) Also, another pit is in southern half of baulk. A surface in the upper 1/3 slopes to south. Other surfaces visible as well. Most significant feature is a major surface at 92.16 bounded rock on N and S ends. Should lightly scrape and spray and photo in morning early light.      ,~: C-1-2001-07-23 from Turkey/Kenan Tepe/Area C/Trench 1/Locus 1055,"
327,2001-07-23," A-5-2001-07-23 from Turkey/Kenan Tepe/Area A/Trench 5/Locus 5000,","   July 23, 2001      Defined a new locus (L5008) which is a linear rock alignment 50cm wide running W/NW from a point midway in the L5000 trench 5m west of A3. Looks like a single course of rock based on exposures in the east end of the alignment.      Found little pottery or bone in the vicinity of the architecture in the west end of A5, and almost no rock/lithic.     ,~: A-5-2001-07-23 from Turkey/Kenan Tepe/Area A/Trench 5/Locus 5000,"
328,2001-07-23," F-10-2001-07-23 from Turkey/Kenan Tepe/Area F/Trench 10/Locus 10000,","   July 23, 2001      I started a new sounding unit - a 1x1 bordering area G and F. We found some bone and ceramic. Also we put two 2x1 sounding levels in the roadcut trench. One of which turned up pottery (down the road - the farthest- I named it #2) F12 The other sounding level (#1) F11 didn't turn up anything.     ,~: F-10-2001-07-23 from Turkey/Kenan Tepe/Area F/Trench 10/Locus 10000,"
329,2001-07-24," A-2-2001-07-24 from Turkey/Kenan Tepe/Area A/Trench 2/Locus 2043,","   July 24, 2001       We began today by taking out the hump between the trough 2074 and the basin 2080. We called this hump 2074 also. I had the workers dig to the step created by the joint between 2071 and 2074. This is in order to catch a north section on the wall 2076. L2074 had lots of large potsherds that seemed to be floating in the soil (i.e., not lying flat on a surface). There seemed to be brick-like material (large chunks with one or two straight edges) coming out at the north edge of 2074, but this brick-like material seems to be collapse debris rather than a wall.      Once the base of the new part of 2074 was level with the base of 2080 and the old part of 2074, we took the area down another 5-7cm to trace the top burn line (Munsell 7.5YR 4/3 \brown\) visible in the north at the 5m peg. This 5-7cm section was collected as 2074, since there appears to be continuity in the soil characteristics. The area from the 5m edge back (southwards) about 30-40cm was soft and crumbly, then became hard like mudbrick or mudbrick debris south of that rough border.      The level in our area is broken, so we measured the space in 2074 between the top and bottom burn lines at the 5m peg, munselled the soil and took the area down to the level of the lower burn line. We see two burn lines in the west baulk to the north of the 5m peg also, so the affected area may be more expansive than we can catch in this narrow trench. I decided to spit the KT bags but keep the same locus to continue digging the small area between the 2 burn layers (this is really because I am not entirely sure what is happening in this area and to play it safe, new KT bags seemed to be a reasonable compromise rather than confusing the issue with more loci). The area of L2074 is rather confusing. The burn areas seem to skip around. Bradley's theory is that we may have a small cooking hearth on an ash surface. Since the point is to find the perimeter of wall 2076, we will continue to push southwards to make the chunked-up step of L2074 level with the lowest burn mark, also extending eastwards to include the area of L2080.      It turns out that there are at lest 4 courses of brick visible in the cut at 2074 (joint with 2080) and maybe a 5th brick is appearing. This must be the end (bottom) of the wall, though, because a large cobblestone (15-20cm dia) is sitting in line with the orientation of the wall.      I troweled in the SW corner on the west baulk below the line where the plaster on wall 2056 seems to stop. It appears that 2056 may be founded on the layer of grey soil that supports 2061 plaster surface (ie, the grey soil that the plaster is stuck to). This means that the thin layer between red soil 2063 and white plaster 2061 does not appear to abut 2056 and in addition, 2061 does indeed appear to run underneath 2056, meaning that the red surface must predate the wall 2056.      After breakfast we started digging L2078 in the SW corner of the trench using a big pick. We took this area down 20cm flush with the base of 2073 the western half). We stopped digging 2078 at the same level as the base of L2073, but conveniently, we came up with a new context at that level anyway. In the far SW corner, there is a darker red pebble-strewn surface with bits of what is either white mold between bricks or plaster fragments (the latter is more likely). We stopped digging here, closed the KT bags an dug out the mini-baulk between 2078 an 2073 to see if there is a line demarcating the end of 2073.      The hearth 2073 ends with medium sized cobbles (5 visible) in the base. These cobbles were found upon removing the mini-baulk (we took a big carbon sample from this mini-baulk and labeled it as 2078).         ,~: A-2-2001-07-24 from Turkey/Kenan Tepe/Area A/Trench 2/Locus 2043,"
330,2001-07-24," A-1-2001-07-24 from Turkey/Kenan Tepe/Area A/Trench 1/Locus 1039,","   July 24, 2001      Plans altered. Area F excavators were not ready for Amy, so she moved on to excavation of L. 1039/1040. This is the last burial in A1 we expect to excavate this year. I stayed to monitor work in A1 and to assist Andrew with layout of new trench extensions N, and E (RP).       We assigned 2 new loci today. The first locus appears to be a wall made from stones and broken pottery. The second turned out to be the feet of an individual which were thought to be hands last year. This skeleton extends into area A3 and the entire mid-section is covered by dirt which we hadn_验t had current plans to remove. We now plan to remove the dirt and excavate this skeleton. (AS)      L. 1039: Amy excavated below one of the two bags buried by the 2000 crew to protect a suspected burial uncovered last year (recorded as hands_延see L.1040). Amy excavated 10-15cm, until she reached either what appears to be the top of a stone wall line (covering 2/3 of the excavated space) or a possible_延though uncovered in a very limited space_延surface, evidenced by series of sherds laying flat and a more densely packed soil matrix (covering the remaining 1/3). Less than 5 pieces of bone (all small fragments) were recovered. These were likely deposited either through bone mixing during repeated cemetery use or through rodent activity repeatedly encountered (see L. 1035; July 17 entry) in A1. The surface and wall may be worth re-examination by others in crew after we have finished with the cemetery.      L. 1040 skeleton recording. This burial is listed in records from both last year (2000) and this as a locus in A1. We believe these are the feet of a burial (A3 L. 3002) that originates in A3. The likely cranium is in the excavated portion of A3. At this point have series of metatarsals, in place, along with top of talus of each foot exposed. These are in fair to poor condition. Horizontal expansions necessary to remove the burial are all within the limits of A3. This burial will be referred to from this point as A3 L. 3002. Field records will shift to the A3 .       Tomorrow we will begin to expand NE corner of A4 to expose remainder of this burial (RP)         ,~: A-1-2001-07-24 from Turkey/Kenan Tepe/Area A/Trench 1/Locus 1039,"
331,2001-07-24," C-2-2001-07-24 from Turkey/Kenan Tepe/Area C/Trench 2/Locus 2070,","   WRITTEN FROM MEMORY _研 check from written notes.    Page   24 July 2001 Monday   Lynn Swartz Dodd   Workers   Ramazan, Apo, Erol      Datum _研 2 backsights used. For early morning levels _研 backsight was xxxx above SW corner (93.67)  instrument height. For later levels backsight was xxx above SW corner C4 (93.67) .      L2070 reopened to clear the remaining material above the \surface\ to the east of the larger, lower stone wall. The portion removed today was the northern half and the material against the east baulk to the north of the animal burrow pit which was cleaned out previously. The removal of this fill continues to reveal a densely populated surface filled with large pieces of chunky pottery and stones and even bones.       L2068 was reopened (baulk clearing locus) and the lowest soil not removed during the baulk cutting two days ago was cleaned up today. The material collected as L2068 represents fill above and in the stones of the upper stone wall and the new one now visible which runs from the aforementioned wall to the SW toward the south baulk.       L 2071 opened to clear soil from lowest baulk clearing levels in the area of the SW corner _研 this had previously been collected separately in this area as L 20xx.      Section sprayed and it is clear that we have much to describe and photo and I plan to do this on Wednesday but we will have a lab day then so I will work on it on Thursday July 26th.      Had planned to ask for a spider shot to capture all the new stones and the now well defined walls but Drew says this photography is best left for final plans that will be published because it takes him a long time so I will need to hand measure the new stones onto the spider plan I traced today of the July, 18th spider photograph.         ,~: C-2-2001-07-24 from Turkey/Kenan Tepe/Area C/Trench 2/Locus 2070,"
332,2001-07-24," C-3-2001-07-24 from Turkey/Kenan Tepe/Area C/Trench 3/Locus 3005,","   July 24, 2001   Today we dug in the west-most part of L3018, expanding the N end borders of L3025 on its west side to try and articulate both the cobble floor and the wall L3017 which is directly south of L3025. The cobble surface does not continue north at the this level. Perhaps it comes sharply down and is under the current surface of dirt. C2 has cleared their baulk and I can see that the cobble surface does not continue into their baulk. I need now to define new loci. I will do that tomorrow when I have the morning light and a clean area. In the south when expanding to try to define the wall the borders were about 10 cm past where the wall was supposed to be. This is the same problem that I had yesterday. I am probably trying to define a mud wall which is incredibly hard to do. So we have the same problem as yesterday where we probably have mixed loci. Tomorrow I will have Lynne help me with the redefinition of my loci Also, there was miscommunication with one of my workers who started digging the mound of conglomerated something which is on top of the cobble surface. I caught him almost right away but the west most 5 cm is gone.   Today we also scraped 5 cm off the top of L3021 starting from yesterday's stopping point and continuing N all the way to its northern border with L3025. I did this for 2 reasons. First, I wanted to try to catch the other side of the wall L3017 which was unsuccessful because L3025 was extended past it. Second, I wanted to articulate the W side of the stone wall L3005. This was unsuccessful although I don't see an associated surface on the W side of it.   We also lifted almost the entire cobble surface of 3013 in the SE part of the trench. Here we found a grinding stone KT3194 and a terra cotta half circle with a hole through the center (KT3190). We also revealed more stones that may be associated with the stones in the rest of the locus. All the stones seem to be inside or underneath the cobble surface, so the cobble surface is probably later than the stones. The workers who dug this surface also dug inside the stone circle going into the baulk which is now L3025. He found an ash layer that is not enclosed in the stone circle.     ,~: C-3-2001-07-24 from Turkey/Kenan Tepe/Area C/Trench 3/Locus 3005,"
333,2001-07-24," F-8-2001-07-24 from Turkey/Kenan Tepe/Area F/Trench 8/Locus 8000,","   July 24, 2001  PIONEER DAY !      0620 hours / 89� Fahrenheit      Continuing to remove remaining L8000 before excavating L8001. This is difficult due to the layout of the trench over the cliff, which make the Southwest quadrant of the 5 x 10 meters trench much lower than the rest. Because of this I will leave that quadrant mostly alone for now until I have a better idea of the stratigraphy.   We have not located any substantial features with the exception of the small oven L8002. How and why were this ovens used? By comparison with the farm workers on the pepper plantation below area F and nearer to the Tigris River on a valley below Kenan Tepe, they utilize small rest stops that contain huts for shade and protection and very possibly ovens like that in L8002. When the lower town area of Kenan Tepe was farmed this would have been a highly strategic point from which to view the river and the plantings and do the cooking and resting.   After breakfast we began work on L8001. Most of L8000 did not give clues to ancient peoples, yet some valuable information is learned, such as: possible uses for the ovens found in the area as well as depositional history of the lower town and farming practices. After L8002 was located I expect to continue down about .10 meters at a time until the possible floor in which the oven sits is located. But, if the oven was simply put there by digging a hole through layers at a later time a floor will obviously not be located.   After we put a cover over F8 the temperature reached 107�. Left early to go to Diyarbakir to get my arkeolog card.       by: Marco A. Baldi     ,~: F-8-2001-07-24 from Turkey/Kenan Tepe/Area F/Trench 8/Locus 8000,"
